location,size,total_sqft,bath,price,bhk,price_per_sqft
Vishrant Wadi,1 BHK,1020.0,2.0,49.87,1,4889.21568627451
Wagholi,3 BHK,1650.0,3.0,95.0,3,5757.575757575758
Wakadewadi,4 BHK,2380.0,4.0,242.0,4,10168.067226890757
Wanowrie,3 BHK,2400.0,2.0,78.0,3,3250.0
Warje,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
Yerawada,4 BHK,2805.0,4.0,154.0,4,5490.196078431372
Alandi Road,3 BHK,1360.0,3.0,47.6,3,3500.0
Ambegaon Budruk,2 BHK,1089.0,2.0,49.0,2,4499.540863177227
Anandnagar,2 BHK,1115.0,2.0,60.0,2,5381.165919282511
Aundh,2 BHK,1215.0,2.0,45.0,2,3703.703703703704
Aundh Road,2 BHK,1194.0,2.0,51.0,2,4271.356783919598
Balaji Nagar,3 BHK,1536.0,3.0,104.0,3,6770.833333333333
Baner,2 BHK,1255.0,2.0,55.5,2,4422.310756972111
Baner road,3 BHK,1571.0,3.0,83.0,3,5283.259070655633
Bhandarkar Road,2 Bedroom,900.0,1.0,70.0,2,7777.777777777777
Bhavani Peth,2 BHK,1517.0,2.0,125.0,2,8239.947264337508
Bibvewadi,1 BHK,664.0,1.0,35.4,1,5331.325301204819
Bopodi,2 BHK,1230.0,2.0,58.0,2,4715.447154471544
Budhwar Peth,2 BHK,1340.0,2.0,72.0,2,5373.134328358209
Bund Garden Road,2 BHK,1175.0,2.0,29.38,2,2500.425531914894
Camp,4 Bedroom,3569.0,4.0,600.0,4,16811.43177360605
Chandan Nagar,2 BHK,1240.0,2.0,43.1,2,3475.8064516129034
Deccan Gymkhana,3 BHK,1470.0,2.0,44.1,3,3000.0
Dhankawadi,3 BHK,1680.0,3.0,117.0,3,6964.285714285715
Dhayari Phata,2 BHK,1000.0,2.0,35.0,2,3500.0
Dhole Patil Road,2 BHK,1071.0,2.0,51.0,2,4761.9047619047615
Erandwane,3 BHK,1512.0,3.0,80.0,3,5291.005291005291
Fatima Nagar,4 BHK,3435.0,2.0,341.0,4,9927.21979621543
Fergusson College Road,3 BHK,3144.0,3.0,455.0,3,14472.010178117049
Ganesh Peth,2 BHK,1190.0,2.0,60.0,2,5042.016806722689
Ganeshkhind,3 BHK,1550.0,2.0,80.0,3,5161.290322580645
Ghorpade Peth,2 BHK,1283.0,2.0,63.22,2,4927.5136399064695
Ghorpadi,2 BHK,1325.0,2.0,73.0,2,5509.433962264151
Gokhale Nagar,2 BHK,1105.0,2.0,35.36,2,3200.0
Gultekdi,3 BHK,1600.0,3.0,74.5,3,4656.25
Guruwar peth,4 Bedroom,400.0,2.0,35.0,4,8750.0
Hadapsar Industrial Estate,2 BHK,1100.0,2.0,44.55,2,4050.0
Hingne Khurd,3 BHK,2099.0,3.0,147.0,3,7003.334921391139
Jangali Maharaj Road,3 BHK,1365.0,2.0,72.0,3,5274.725274725275
Kalyani Nagar,2 BHK,1485.0,3.0,132.0,2,8888.888888888889
Karve Nagar,2 BHK,1250.0,2.0,55.0,2,4400.0
Karve Road,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
Kasba Peth,2 BHK,1170.0,2.0,46.79,2,3999.1452991452993
Katraj,2 BHK,1328.0,2.0,91.06,2,6856.9277108433735
Khadaki,2 BHK,1232.0,2.0,87.0,2,7061.688311688312
Khadki,2 BHK,1180.0,2.0,88.5,2,7500.0
Kharadi,3 BHK,1350.0,3.0,66.0,3,4888.888888888889
Kondhwa,4 BHK,3602.0,4.0,280.0,4,7773.459189339256
Kondhwa Budruk,4 BHK,2400.0,4.0,145.0,4,6041.666666666667
Kondhwa Khurd,2 BHK,1020.0,2.0,32.0,2,3137.2549019607845
Koregaon Park,3 BHK,1410.0,2.0,49.34,3,3499.290780141844
Kothrud,3 BHK,2159.0,3.0,120.0,3,5558.12876331635
Laxmi Road,3 BHK,1200.0,2.0,66.0,3,5500.0
Lulla Nagar,2 BHK,1255.0,2.0,57.5,2,4581.673306772908
Mahatma Gandhi Road,2 BHK,1074.0,2.0,42.79,2,3984.171322160149
Mangalwar peth,3 Bedroom,1200.0,3.0,72.0,3,6000.0
Manik Bagh,3 BHK,1170.0,2.0,35.41,3,3026.495726495726
Market yard,1 BHK,728.5,1.0,31.315,1,4298.558682223747
Model colony,3 BHK,1660.0,2.0,100.0,3,6024.096385542169
Mukund Nagar,5 Bedroom,900.0,6.0,95.0,5,10555.555555555555
Mundhawa,6 Bedroom,1850.0,3.0,175.0,6,9459.45945945946
Nagar Road,1 Bedroom,510.0,1.0,34.0,1,6666.666666666667
Nana Peth,3 BHK,1601.0,3.0,95.0,3,5933.791380387258
Narayan Peth,2 BHK,952.0,2.0,42.0,2,4411.764705882353
Narayangaon,2 BHK,1166.0,2.0,65.0,2,5574.614065180103
Navi Peth,3 BHK,2700.0,2.0,260.0,3,9629.62962962963
Padmavati,4 Bedroom,1900.0,3.0,97.0,4,5105.263157894737
Parvati Darshan,3 Bedroom,1350.0,2.0,175.0,3,12962.962962962964
Pashan,3 BHK,1520.0,2.0,96.0,3,6315.789473684211
Paud Road,4 Bedroom,2100.0,6.0,100.0,4,4761.9047619047615
Pirangut,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
Prabhat Road,2 BHK,1432.0,2.0,68.0,2,4748.6033519553075
Pune Railway Station,2 BHK,1005.0,2.0,39.77,2,3957.213930348259
Rasta Peth,2 BHK,1309.0,2.0,80.0,2,6111.535523300229
Raviwar Peth,3 BHK,2251.0,4.0,370.0,3,16437.139049311416
Sadashiv Peth,2 BHK,1050.0,2.0,77.0,2,7333.333333333333
Sahakar Nagar,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
Salunke Vihar,3 Bedroom,2400.0,3.0,310.0,3,12916.666666666666
Sasson Road,3 BHK,1565.0,2.0,56.34,3,3600.0
Satara Road,2 BHK,940.0,2.0,56.0,2,5957.446808510638
Senapati Bapat Road,2 BHK,1015.0,2.0,40.1,2,3950.7389162561576
Shaniwar Peth,3 Bedroom,2400.0,2.0,360.0,3,15000.0
Shivaji Nagar,3 BHK,1652.0,3.0,110.0,3,6658.595641646489
Shukrawar Peth,2 BHK,1100.0,2.0,52.0,2,4727.272727272727
Sinhagad Road,4 BHK,2340.0,4.0,145.0,4,6196.581196581196
Somwar Peth,2 BHK,1084.0,2.0,179.0,2,16512.91512915129
Swargate,2 Bedroom,1200.0,1.0,81.0,2,6750.0
Tilak Road,3 BHK,1400.0,3.0,69.0,3,4928.571428571428
Uruli Devachi,4 Bedroom,2400.0,5.0,320.0,4,13333.333333333334
Vadgaon Budruk,2 BHK,1020.0,2.0,27.43,2,2689.2156862745096
Wadgaon Sheri,2 BHK,1267.0,2.0,90.33,2,7129.439621152328
Viman Nagar,4 BHK,2439.0,4.0,185.0,4,7585.075850758508
Vishrant Wadi,3 BHK,1645.0,3.0,95.0,3,5775.075987841945
Wagholi,3 BHK,1100.0,2.0,75.0,3,6818.181818181818
Wakadewadi,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
Wanowrie,2 BHK,1000.0,2.0,29.7,2,2970.0
Warje,4 Bedroom,5000.0,5.0,550.0,4,11000.0
Yerawada,6 Bedroom,2500.0,6.0,58.0,6,2320.0
Alandi Road,2 Bedroom,2480.0,2.0,160.0,2,6451.612903225807
Ambegaon Budruk,2 BHK,1086.0,2.0,44.5,2,4097.605893186003
Anandnagar,1 BHK,416.0,1.0,18.0,1,4326.923076923077
Aundh,2 BHK,1066.0,2.0,52.23,2,4899.624765478424
Aundh Road,3 BHK,1730.0,3.0,93.0,3,5375.722543352601
Balaji Nagar,2 BHK,1205.0,2.0,63.86,2,5299.585062240664
Baner,4 BHK,2500.0,5.0,175.0,4,7000.0
Baner road,2 BHK,960.0,2.0,55.0,2,5729.166666666667
Bhandarkar Road,3 BHK,1510.0,3.0,83.05,3,5500.0
Bhavani Peth,4 Bedroom,1600.0,4.0,90.0,4,5625.0
Bibvewadi,3 Bedroom,2300.0,3.0,142.0,3,6173.913043478261
Bopodi,2 BHK,1000.0,2.0,63.0,2,6300.0
Budhwar Peth,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
Bund Garden Road,3 BHK,1553.0,2.0,58.23,3,3749.5170637475853
Camp,4 BHK,3436.0,5.0,345.0,4,10040.745052386495
Chandan Nagar,2 BHK,1134.0,2.0,45.0,2,3968.253968253968
Dapodi,4 Bedroom,600.0,4.0,80.0,4,13333.333333333334
Deccan Gymkhana,5 Bedroom,2400.0,3.0,80.0,5,3333.3333333333335
Dehu Road,4 Bedroom,2400.0,4.0,143.0,4,5958.333333333333
Dhankawadi,2 BHK,1350.0,2.0,65.0,2,4814.814814814815
Dhayari Phata,2 BHK,1032.0,2.0,42.0,2,4069.767441860465
Dhole Patil Road,3 BHK,1998.0,3.0,117.0,3,5855.855855855856
Erandwane,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
Fatima Nagar,2 BHK,1262.0,2.0,67.0,2,5309.033280507131
Fergusson College Road,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
Ganesh Peth,2 BHK,1300.0,2.0,60.0,2,4615.384615384615
Ganeshkhind,2 BHK,1070.0,2.0,38.6,2,3607.4766355140187
Ghorpade Peth,2 BHK,950.0,2.0,33.0,2,3473.684210526316
Ghorpadi,2 BHK,1012.0,2.0,53.58,2,5294.466403162055
Gokhale Nagar,2 Bedroom,1000.0,2.0,70.0,2,7000.0
Gultekdi,2 BHK,1394.0,2.0,56.0,2,4017.2166427546626
Guruwar peth,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
Hadapsar,1 RK,527.0,1.0,35.0,1,6641.366223908918
Hadapsar Industrial Estate,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
Hingne Khurd,4 BHK,3122.0,6.0,235.0,4,7527.226137091608
Jangali Maharaj Road,2 BHK,1000.0,2.0,46.0,2,4600.0
Kalyani Nagar,2 BHK,952.0,2.0,49.0,2,5147.058823529412
Karve Nagar,3 BHK,2050.0,4.0,270.0,3,13170.731707317073
Karve Road,1 BHK,1200.0,1.0,14.0,1,1166.6666666666667
Kasba Peth,3 BHK,1410.0,2.0,64.0,3,4539.007092198582
Katraj,2 BHK,1400.0,2.0,108.0,2,7714.285714285715
Khadaki,4 Bedroom,3056.0,5.0,100.0,4,3272.251308900524
Khadki,3 BHK,1826.0,3.0,125.0,3,6845.564074479737
Kharadi,3 BHK,1689.0,3.0,103.0,3,6098.283007696862
Kondhwa,3 BHK,1075.0,2.0,31.0,3,2883.720930232558
Kondhwa Budruk,5 BHK,2500.0,4.0,1400.0,5,56000.0
Kondhwa Khurd,2 BHK,960.0,2.0,48.0,2,5000.0
Koregaon Park,2 BHK,808.0,2.0,40.0,2,4950.495049504951
Kothrud,2 BHK,907.0,2.0,38.5,2,4244.7629547960305
Law College Road,2 BHK,1300.0,2.0,55.0,2,4230.7692307692305
Laxmi Road,3 BHK,1804.0,3.0,150.0,3,8314.855875831485
Lulla Nagar,3 BHK,1350.0,3.0,81.0,3,6000.0
Mahatma Gandhi Road,3 BHK,1836.0,3.0,125.0,3,6808.278867102396
Mangalwar peth,2 BHK,826.0,2.0,36.0,2,4358.353510895884
Manik Bagh,2 BHK,1200.0,2.0,68.0,2,5666.666666666667
Market yard,4 BHK,3000.0,3.0,300.0,4,10000.0
Model colony,4 Bedroom,2400.0,4.0,405.0,4,16875.0
Mukund Nagar,2 BHK,1460.0,2.0,80.0,2,5479.45205479452
Mundhawa,4 Bedroom,1200.0,4.0,140.0,4,11666.666666666666
Nagar Road,2 BHK,965.0,2.0,56.0,2,5803.108808290155
Nana Peth,4 Bedroom,2000.0,4.0,95.0,4,4750.0
Narayan Peth,3 BHK,1395.0,2.0,70.0,3,5017.921146953405
Narayangaon,3 BHK,1660.0,3.0,116.0,3,6987.951807228916
Navi Peth,2 BHK,935.0,2.0,35.0,2,3743.3155080213905
Padmavati,2 BHK,1180.0,2.0,39.0,2,3305.084745762712
Parvati Darshan,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Pashan,2 BHK,1204.0,2.0,82.0,2,6810.631229235881
Paud Road,3 BHK,2072.0,4.0,153.0,3,7384.169884169884
Pirangut,2 BHK,1056.0,2.0,65.0,2,6155.30303030303
Prabhat Road,2 BHK,985.0,2.0,62.0,2,6294.416243654822
Pune Railway Station,3 BHK,1315.0,2.0,49.0,3,3726.235741444867
Rasta Peth,2 BHK,734.0,2.0,22.0,2,2997.275204359673
Raviwar Peth,4 Bedroom,2900.0,4.0,200.0,4,6896.551724137931
Sadashiv Peth,3 BHK,2317.0,4.0,140.0,3,6042.296072507553
Sahakar Nagar,1 Bedroom,600.0,1.0,45.0,1,7500.0
Salunke Vihar,4 Bedroom,2200.0,3.0,115.0,4,5227.272727272727
Sasson Road,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
Satara Road,1 BHK,400.0,1.0,11.5,1,2875.0
Senapati Bapat Road,1 BHK,666.0,1.0,36.8,1,5525.525525525525
Shaniwar Peth,4 Bedroom,3293.0,5.0,425.0,4,12906.16459155785
Shivaji Nagar,2 BHK,1174.0,2.0,47.0,2,4003.4071550255535
Shukrawar Peth,2 BHK,1153.0,2.0,56.7,2,4917.606244579359
Sinhagad Road,4 Bedroom,1000.0,4.0,90.0,4,9000.0
Somwar Peth,5 BHK,2400.0,5.0,85.0,5,3541.6666666666665
Swargate,2 BHK,957.0,2.0,47.0,2,4911.180773249739
Tilak Road,2 BHK,910.0,2.0,160.0,2,17582.417582417584
Uruli Devachi,2 BHK,1060.0,2.0,50.0,2,4716.981132075472
Vadgaon Budruk,2 BHK,1000.0,2.0,50.0,2,5000.0
Wadgaon Sheri,3 BHK,1843.0,3.0,88.0,3,4774.823657080847
Viman Nagar,3 BHK,1150.0,2.0,40.25,3,3500.0
Vishrant Wadi,3 BHK,1230.0,2.0,31.37,3,2550.4065040650407
Wagholi,4 BHK,3197.0,5.0,335.0,4,10478.573662808883
Wakadewadi,3 BHK,1703.0,3.0,130.0,3,7633.587786259542
Wanowrie,2 BHK,1125.0,2.0,41.5,2,3688.8888888888887
Warje,3 BHK,1516.0,3.0,65.0,3,4287.598944591029
Yerawada,2 BHK,1130.0,2.0,56.0,2,4955.7522123893805
Alandi Road,4 BHK,3596.0,5.0,279.0,4,7758.620689655172
Ambegaon Budruk,3 BHK,1512.0,3.0,103.0,3,6812.169312169312
Anandnagar,3 BHK,1491.0,3.0,88.0,3,5902.079141515761
Aundh,2 BHK,1250.0,2.0,95.0,2,7600.0
Aundh Road,3 BHK,1650.0,3.0,90.75,3,5500.0
Balaji Nagar,2 BHK,1140.0,2.0,48.7,2,4271.929824561404
Baner,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
Baner road,3 BHK,1881.0,3.0,95.0,3,5050.50505050505
Bhandarkar Road,3 BHK,1100.0,3.0,56.57,3,5142.727272727273
Bhavani Peth,3 BHK,2666.0,4.0,200.0,3,7501.875468867217
Bibvewadi,2 BHK,1500.0,2.0,50.0,2,3333.3333333333335
Bopodi,2 BHK,1217.0,2.0,164.0,2,13475.760065735414
Budhwar Peth,2 BHK,1197.0,2.0,50.0,2,4177.109440267335
Bund Garden Road,6 Bedroom,2400.0,4.0,170.0,6,7083.333333333333
Camp,3 BHK,1345.0,3.0,60.0,3,4460.966542750929
Chandan Nagar,4 Bedroom,1200.0,4.0,100.0,4,8333.333333333334
Dapodi,4 BHK,3230.0,5.0,165.0,4,5108.359133126935
Deccan Gymkhana,3 BHK,1260.0,2.0,95.0,3,7539.68253968254
Dehu Road,4 Bedroom,2750.0,5.0,240.0,4,8727.272727272728
Dhankawadi,2 Bedroom,1200.0,2.0,80.0,2,6666.666666666667
Dhayari Phata,3 Bedroom,1650.0,3.0,52.0,3,3151.5151515151515
Dhole Patil Road,1 BHK,600.0,1.0,45.0,1,7500.0
Erandwane,2 BHK,1025.0,2.0,35.88,2,3500.4878048780492
Fergusson College Road,2 BHK,973.0,2.0,56.0,2,5755.395683453237
Ganesh Peth,4 BHK,4110.0,4.0,590.0,4,14355.231143552312
Ganeshkhind,3 BHK,2533.0,3.0,425.0,3,16778.523489932886
Ghorpade Peth,2 BHK,1007.0,2.0,75.0,2,7447.864945382324
Ghorpadi,1 BHK,800.0,1.0,39.99,1,4998.75
Gokhale Nagar,3 Bedroom,1830.0,3.0,119.0,3,6502.732240437159
Gultekdi,2 BHK,1077.0,2.0,50.0,2,4642.525533890436
Guruwar peth,1 Bedroom,672.0,1.0,27.0,1,4017.8571428571427
Hadapsar,3 Bedroom,1280.0,3.0,87.0,3,6796.875
Hadapsar Industrial Estate,2 BHK,865.0,2.0,40.0,2,4624.277456647399
Hingne Khurd,2 BHK,1000.0,2.0,33.0,2,3300.0
Jangali Maharaj Road,2 BHK,1285.0,2.0,65.0,2,5058.365758754864
Kalyani Nagar,1 BHK,662.0,1.0,29.0,1,4380.664652567976
Karve Nagar,5 Bedroom,2297.0,5.0,269.0,5,11710.927296473661
Karve Road,5 Bedroom,3750.0,6.0,295.0,5,7866.666666666667
Kasba Peth,3 BHK,1850.0,3.0,95.0,3,5135.135135135135
Katraj,3 BHK,1754.0,3.0,132.0,3,7525.655644241733
Khadaki,5 Bedroom,1200.0,4.0,150.0,5,12500.0
Khadki,5 Bedroom,2200.0,7.0,350.0,5,15909.09090909091
Kharadi,3 BHK,1567.0,3.0,100.0,3,6381.620931716656
Kondhwa,3 BHK,1695.0,3.0,50.0,3,2949.8525073746314
Kondhwa Budruk,2 Bedroom,360.0,2.0,40.0,2,11111.111111111111
Kondhwa Khurd,2 BHK,1150.0,2.0,69.44,2,6038.260869565217
Koregaon Park,3 BHK,1690.0,3.0,85.0,3,5029.585798816568
Kothrud,3 BHK,2350.0,3.0,210.0,3,8936.170212765957
Law College Road,2 BHK,1057.0,2.0,65.0,2,6149.479659413434
Laxmi Road,2 BHK,1320.0,2.0,91.0,2,6893.939393939394
Lulla Nagar,4 BHK,2119.0,4.0,111.0,4,5238.319962246343
Mahatma Gandhi Road,2 BHK,1125.0,2.0,48.0,2,4266.666666666667
Mangalwar peth,3 BHK,2254.0,3.0,170.0,3,7542.147293700089
Manik Bagh,1 BHK,645.0,1.0,34.18,1,5299.224806201551
Market yard,2 BHK,1050.0,2.0,52.08,2,4960.0
Model colony,2 BHK,1040.0,2.0,41.6,2,4000.0
Mukund Nagar,3 BHK,1700.0,3.0,194.0,3,11411.764705882353
Mundhawa,3 BHK,1760.0,3.0,115.0,3,6534.090909090909
Nagar Road,3 BHK,1138.0,3.0,128.0,3,11247.80316344464
Nana Peth,2 BHK,984.0,2.0,45.91,2,4665.650406504065
Narayan Peth,2 BHK,1140.0,2.0,38.65,2,3390.3508771929824
Narayangaon,3 BHK,3596.0,3.0,200.0,3,5561.735261401557
Navi Peth,3 BHK,1365.0,3.0,54.0,3,3956.043956043956
Padmavati,1 BHK,560.0,1.0,19.0,1,3392.8571428571427
Parvati Darshan,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
Pashan,4 BHK,1540.0,4.0,45.0,4,2922.0779220779223
Paud Road,3 BHK,1050.0,2.0,39.0,3,3714.285714285714
Pirangut,4 Bedroom,360.0,4.0,37.0,4,10277.777777777777
Prabhat Road,3 BHK,1550.0,3.0,72.5,3,4677.419354838709
Pune Railway Station,3 BHK,1653.0,3.0,93.0,3,5626.134301270417
Rasta Peth,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Raviwar Peth,3 BHK,1471.0,2.0,75.0,3,5098.572399728077
Sadashiv Peth,2 BHK,700.0,2.0,35.0,2,5000.0
Sahakar Nagar,2 BHK,812.0,2.0,38.25,2,4710.591133004926
Salunke Vihar,3 BHK,1504.0,2.0,83.0,3,5518.617021276596
Sasson Road,3 BHK,1450.0,3.0,75.0,3,5172.413793103448
Satara Road,2 BHK,957.0,2.0,54.5,2,5694.879832810867
Senapati Bapat Road,1 BHK,460.0,1.0,13.0,1,2826.086956521739
Shaniwar Peth,2 Bedroom,900.0,2.0,128.0,2,14222.222222222223
Shivaji Nagar,2 BHK,1050.0,2.0,75.0,2,7142.857142857143
Shukrawar Peth,3 BHK,1820.0,3.0,85.0,3,4670.32967032967
Sinhagad Road,2 BHK,1033.0,2.0,32.0,2,3097.773475314618
Somwar Peth,2 Bedroom,800.0,1.0,90.0,2,11250.0
Swargate,1 Bedroom,520.0,2.0,29.0,1,5576.923076923077
Tilak Road,2 BHK,1165.0,2.0,88.5,2,7596.56652360515
Uruli Devachi,2 BHK,1280.0,2.0,61.0,2,4765.625
Vadgaon Budruk,3 BHK,1950.0,3.0,230.0,3,11794.871794871795
Wadgaon Sheri,1 Bedroom,600.0,1.0,58.0,1,9666.666666666666
Viman Nagar,3 BHK,1550.0,3.0,65.1,3,4199.999999999999
Vishrant Wadi,2 BHK,1392.0,2.0,130.0,2,9339.080459770115
Wagholi,3 BHK,1221.0,3.0,75.0,3,6142.506142506142
Wakadewadi,1 BHK,1000.0,1.0,19.0,1,1900.0
Wanowrie,2 BHK,1300.0,2.0,60.0,2,4615.384615384615
Warje,2 BHK,1065.0,2.0,31.5,2,2957.7464788732395
Yerawada,3 BHK,1209.0,2.0,65.0,3,5376.344086021505
Alandi Road,1 Bedroom,375.0,1.0,40.0,1,10666.666666666666
Ambegaon Budruk,3 Bedroom,7800.0,3.0,2000.0,3,25641.02564102564
Anandnagar,3 BHK,1929.0,4.0,101.0,3,5235.873509590461
Aundh,2 BHK,1255.0,2.0,84.0,2,6693.227091633466
Aundh Road,2 BHK,1035.0,2.0,31.05,2,3000.0
Balaji Nagar,4 Bedroom,1200.0,5.0,270.0,4,22500.0
Baner,3 BHK,1650.0,3.0,101.0,3,6121.212121212121
Baner road,3 BHK,1275.0,2.0,65.0,3,5098.0392156862745
Bhandarkar Road,2 BHK,1128.0,2.0,65.58,2,5813.829787234043
Bhavani Peth,2 BHK,1140.0,2.0,38.55,2,3381.578947368421
Bibvewadi,4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
Bopodi,2 BHK,1183.0,2.0,58.56,2,4950.126796280642
Budhwar Peth,2 BHK,1155.0,2.0,39.0,2,3376.6233766233768
Bund Garden Road,3 BHK,1245.0,2.0,43.57,3,3499.598393574297
Camp,2 BHK,1000.0,2.0,38.0,2,3800.0
Chandan Nagar,2 BHK,1040.0,2.0,75.0,2,7211.538461538462
Dapodi,4 BHK,2062.0,3.0,140.0,4,6789.524733268671
Deccan Gymkhana,3 BHK,1477.0,2.0,75.0,3,5077.860528097495
Dehu Road,4 Bedroom,1050.0,3.0,85.0,4,8095.238095238095
Dhankawadi,3 BHK,1525.0,2.0,65.0,3,4262.295081967213
Dhole Patil Road,2 BHK,1220.0,2.0,65.0,2,5327.868852459016
Erandwane,3 BHK,2388.0,3.0,195.0,3,8165.829145728643
Fatima Nagar,2 BHK,1355.0,2.0,97.6,2,7202.952029520296
Fergusson College Road,2 BHK,1141.0,2.0,62.0,2,5433.829973707274
Ganesh Peth,2 BHK,1046.0,2.0,49.06,2,4690.248565965583
Ganeshkhind,1 BHK,630.0,1.0,35.0,1,5555.555555555556
Ghorpade Peth,2 BHK,1247.0,2.0,62.35,2,5000.0
Ghorpadi,4 BHK,3855.0,4.0,220.0,4,5706.874189364462
Gokhale Nagar,2 BHK,850.0,2.0,32.5,2,3823.529411764706
Gultekdi,2 BHK,1120.0,2.0,36.0,2,3214.285714285714
Guruwar peth,8 Bedroom,800.0,8.0,285.0,8,35625.0
Hadapsar,3 BHK,1798.0,3.0,110.0,3,6117.908787541713
Hadapsar Industrial Estate,3 BHK,1180.0,2.0,45.0,3,3813.5593220338983
Hingne Khurd,2 BHK,1000.0,2.0,34.0,2,3400.0
Jangali Maharaj Road,2 BHK,1216.0,2.0,82.0,2,6743.421052631579
Kalyani Nagar,2 Bedroom,900.0,2.0,65.0,2,7222.222222222223
Karve Nagar,2 Bedroom,1100.0,2.0,65.0,2,5909.090909090909
Karve Road,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
Kasba Peth,3 BHK,1075.0,2.0,43.0,3,4000.0
Katraj,2 BHK,1495.0,3.0,88.0,2,5886.28762541806
Khadaki,3 BHK,1700.0,3.0,120.0,3,7058.823529411765
Khadki,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
Kharadi,2 BHK,1256.0,2.0,65.0,2,5175.15923566879
Kondhwa,2 BHK,1047.0,2.0,89.0,2,8500.477554918816
Kondhwa Budruk,3 BHK,1458.0,3.0,78.45,3,5380.658436213992
Kondhwa Khurd,2 BHK,1063.0,2.0,61.17,2,5754.468485418626
Koregaon Park,4 BHK,7400.0,5.0,1850.0,4,25000.0
Kothrud,2 BHK,1150.0,2.0,52.5,2,4565.217391304348
Law College Road,1 BHK,450.0,1.0,9.0,1,2000.0
Laxmi Road,2 BHK,1360.0,2.0,45.0,2,3308.823529411765
Lulla Nagar,3 BHK,1605.0,3.0,76.0,3,4735.202492211838
Mahatma Gandhi Road,3 BHK,1200.0,4.0,205.0,3,17083.333333333332
Mangalwar peth,3 BHK,1810.0,3.0,100.0,3,5524.861878453039
Manik Bagh,2 BHK,1250.0,2.0,48.5,2,3880.0
Market yard,3 BHK,1475.0,2.0,58.99,3,3999.322033898305
Model colony,2 Bedroom,1100.0,3.0,125.0,2,11363.636363636364
Mukund Nagar,2 BHK,850.0,2.0,25.4,2,2988.235294117647
Mundhawa,2 BHK,1025.0,2.0,26.65,2,2600.0
Nagar Road,2 BHK,980.0,2.0,45.0,2,4591.836734693878
Nana Peth,3 BHK,1428.0,2.0,70.0,3,4901.9607843137255
Narayan Peth,2 BHK,1130.0,2.0,74.0,2,6548.672566371682
Narayangaon,3 BHK,1592.0,3.0,125.0,3,7851.75879396985
Navi Peth,3 BHK,2050.0,3.0,82.0,3,4000.0
Padmavati,2 BHK,1407.0,2.0,83.87,2,5960.90973702914
Parvati Darshan,3 BHK,4170.0,3.0,800.0,3,19184.65227817746
Pashan,3 BHK,1585.0,3.0,84.0,3,5299.6845425867505
Paud Road,3 BHK,1785.0,3.0,130.0,3,7282.913165266106
Pirangut,2 BHK,900.0,2.0,45.0,2,5000.0
Prabhat Road,4 Bedroom,1350.0,4.0,160.0,4,11851.851851851852
Pune Railway Station,3 BHK,1843.0,3.0,96.2,3,5219.750406945198
Rasta Peth,4 BHK,2375.0,3.0,260.0,4,10947.368421052632
Raviwar Peth,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
Sadashiv Peth,2 BHK,1113.0,2.0,52.0,2,4672.057502246182
Sahakar Nagar,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
Salunke Vihar,3 Bedroom,1200.0,3.0,56.0,3,4666.666666666667
Sasson Road,3 BHK,1150.0,3.0,45.0,3,3913.0434782608695
Satara Road,2 BHK,770.0,1.0,70.0,2,9090.90909090909
Senapati Bapat Road,2 BHK,1181.0,2.0,57.0,2,4826.418289585097
Shaniwar Peth,3 BHK,1550.0,3.0,64.7,3,4174.193548387097
Shivaji Nagar,2 BHK,1200.0,2.0,86.0,2,7166.666666666667
Shukrawar Peth,2 BHK,1295.0,2.0,55.47,2,4283.397683397683
Sinhagad Road,3 Bedroom,480.0,3.0,65.0,3,13541.666666666666
Somwar Peth,3 BHK,1506.0,3.0,95.0,3,6308.100929614874
Swargate,3 BHK,1872.0,3.0,152.0,3,8119.65811965812
Tilak Road,4 BHK,2900.0,4.0,240.0,4,8275.862068965518
Uruli Devachi,3 BHK,1326.0,2.0,35.0,3,2639.517345399698
Vadgaon Budruk,2 BHK,1040.0,2.0,33.28,2,3200.0
Wadgaon Sheri,5 Bedroom,1200.0,5.0,90.0,5,7500.0
Viman Nagar,2 BHK,1020.0,2.0,48.0,2,4705.882352941177
Vishrant Wadi,3 BHK,1400.0,3.0,90.0,3,6428.571428571428
